#                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
msafile_full_length_sequences -          A0A7J7E9V9.1/1-298   -           8.8e-131  424.0  45.5  9.8e-131  423.9  45.5   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A7J7E9V9.1/302-597 -           1.2e-139  453.3  42.5  1.3e-139  453.2  42.5   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A7J7E9V9.1/606-905 -           1.1e-151  493.1  34.1  1.2e-151  492.9  34.1   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6FZ37.1/1-298   -           1.1e-112  364.2  55.9  1.2e-112  364.0  55.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6FZ37.1/309-598 -           1.8e-105  340.4  43.7    2e-105  340.2  43.7   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6H332.1/1-299   -           1.2e-117  380.6  49.2  1.3e-117  380.4  49.2   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6H332.1/320-598 -            5.6e-85  272.6  34.8   6.1e-85  272.5  34.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A091DQA1.1/7-252   -           3.9e-103  332.6  32.4  4.3e-103  332.5  32.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A091DQA1.1/319-614 -           1.5e-113  367.0  37.6  1.9e-113  366.7  37.6   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6GKK6.1/10-304  -           5.9e-107  345.2  58.9  6.5e-107  345.1  58.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6GKK6.1/365-647 -            2.2e-92  297.1  48.0   2.4e-92  297.0  48.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6GJQ5.1/1-300   -           7.3e-104  335.0  53.3  8.1e-104  334.9  53.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6GJQ5.1/310-357 -              5e-22   64.5   3.7   5.3e-22   64.4   3.7   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A1A6GJQ5.1/358-546 -              4e-69  220.2  26.8   4.4e-69  220.0  26.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A485MAQ9.1/1-190   -            4.5e-77  246.4  26.3   5.4e-77  246.2  26.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A485MAQ9.1/190-483 -           2.6e-130  422.5  37.0  2.9e-130  422.3  37.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A7J7E9L4.1/1-55    -            4.3e-15   41.6   4.8   4.5e-15   41.5   4.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A7J7E9L4.1/51-239  -            9.3e-74  235.5  28.8     1e-73  235.4  28.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A7J7E9L4.1/279-465 -            1.1e-54  172.5  33.2   1.2e-54  172.4  33.2   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A7J7E9L4.1/468-641 -            6.2e-70  222.9  17.0   6.7e-70  222.7  17.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A667GYJ9.1/1-277   -           1.8e-123  399.9  43.8    2e-123  399.7  43.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          A0A667GYJ9.1/281-420 -            3.9e-66  210.3  11.9   4.3e-66  210.2  11.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          S9WX73.1/1-225       -            1.2e-98  317.8  24.5   1.3e-98  317.6  24.5   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          S9WX73.1/228-275     -            1.5e-19   56.3   2.9   1.5e-19   56.3   2.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          S9WX73.1/455-501     -            1.5e-22   66.2   9.9   1.5e-22   66.2   9.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          S9WX73.1/506-600     -            1.1e-37  116.2   5.9   1.2e-37  116.1   5.9   1.0   1   0   0   1   1   1   1 -
