#                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
msafile_full_length_sequences -          Q9NYW3.1/1-303       -           3.6e-148  481.5  37.7    4e-148  481.3  37.7   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYW1.1/1-301       -           1.2e-131  426.8  45.6  1.4e-131  426.7  45.6   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYW6.3/1-301       -           1.8e-132  429.6  38.4    2e-132  429.4  38.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYW0.3/1-296       -           1.3e-123  400.4  46.7  1.4e-123  400.2  46.7   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKT5.1/1-297       -           1.1e-115  374.0  43.4  1.3e-115  373.9  43.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKE9.2/1-303       -           1.1e-138  450.1  35.3  1.2e-138  450.0  35.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYW2.1/1-304       -           2.2e-130  422.7  43.7  2.5e-130  422.5  43.7   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59530.1/1-303       -           6.4e-136  441.0  31.5  7.1e-136  440.9  31.5   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYV9.1/1-298       -           8.3e-120  387.7  54.5  9.2e-120  387.6  54.5   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKT7.1/1-299       -           3.6e-105  339.3  54.0  4.3e-105  339.1  54.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKT4.1/1-297       -           2.5e-114  369.6  44.6  2.8e-114  369.5  44.6   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          G3V6Q1.1/1-296       -           1.9e-110  356.8  48.8  2.1e-110  356.6  48.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKT9.1/1-296       -           3.1e-110  356.1  49.4  3.4e-110  356.0  49.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKT8.1/1-297       -           9.4e-109  351.2  58.5    1e-108  351.0  58.5   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M720.1/1-299       -             3e-110  356.1  54.8  3.3e-110  356.0  54.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M725.1/1-297       -           4.6e-109  352.2  47.1  5.1e-109  352.1  47.1   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYV8.1/1-298       -             2e-119  386.5  55.6  2.2e-119  386.3  55.6   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          G3V6Q7.1/1-297       -           9.2e-108  347.9  44.5    1e-107  347.8  44.5   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M722.1/1-297       -           2.2e-107  346.6  57.3  2.5e-107  346.5  57.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKE7.1/1-301       -           2.4e-119  386.2  52.0  2.6e-119  386.1  52.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M723.1/1-297       -           5.7e-104  335.4  52.1  6.3e-104  335.2  52.1   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q675C0.1/1-296       -           9.7e-107  344.5  46.2  1.1e-106  344.4  46.2   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q67ES9.1/1-297       -           5.3e-106  342.1  54.6  5.8e-106  342.0  54.6   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M717.1/3-298       -           4.2e-108  349.1  50.6  4.6e-108  348.9  50.6   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q67ET7.1/1-300       -           4.2e-122  395.3  45.8  4.9e-122  395.1  45.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYW5.1/1-299       -            4.2e-98  316.0  48.2   4.7e-98  315.8  48.2   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59532.1/1-301       -           4.3e-117  378.7  57.3  4.8e-117  378.6  57.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYW4.1/1-290       -           4.8e-101  325.7  37.3  5.3e-101  325.6  37.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYW7.1/1-296       -             1e-101  327.9  50.4  1.1e-101  327.8  50.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKT3.1/1-297       -            1.4e-86  277.8  44.1   1.6e-86  277.7  44.1   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M718.1/1-296       -           1.2e-100  324.4  49.1  1.3e-100  324.3  49.1   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q67ES0.1/1-300       -           2.3e-115  373.0  55.0  2.5e-115  372.9  55.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKT2.1/1-294       -              9e-93  298.4  43.8   9.9e-93  298.2  43.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59537.2/1-297       -             7e-134  434.2  51.0  7.8e-134  434.1  51.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59540.2/1-297       -           3.8e-136  441.7  49.3  4.2e-136  441.6  49.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7TQA7.2/1-300       -           2.2e-112  363.2  51.6  2.6e-112  363.0  51.6   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9NYV7.1/2-286       -            5.3e-93  299.1  55.3   5.8e-93  299.0  55.3   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M710.1/4-299       -           9.4e-111  357.8  57.9    1e-110  357.7  57.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59538.2/1-297       -           2.4e-134  435.8  39.8  2.7e-134  435.6  39.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59541.3/1-297       -           3.1e-134  435.4  44.7  3.5e-134  435.3  44.7   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59536.2/1-300       -           1.1e-121  394.0  51.8  1.2e-121  393.8  51.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P0DSN6.1/1-297       -           9.5e-133  430.5  51.0    1e-132  430.4  51.0   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q67ES5.1/1-297       -            4.3e-96  309.3  56.2   4.8e-96  309.2  56.2   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M713.1/1-299       -           2.9e-110  356.2  52.1  3.2e-110  356.0  52.1   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q9JKU0.1/1-295       -              6e-82  262.6  60.8     7e-82  262.3  60.8   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q7M724.1/1-296       -           1.6e-103  333.9  58.9  1.8e-103  333.8  58.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P0DTE0.1/1-297       -           3.3e-127  412.2  54.4  3.6e-127  412.1  54.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q67ET0.1/1-296       -              1e-88  284.9  45.4   1.2e-88  284.7  45.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q67ET4.1/4-298       -           1.1e-112  364.2  59.4  1.2e-112  364.1  59.4   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59543.2/1-297       -           1.7e-128  416.4  57.1  1.9e-128  416.3  57.1   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          Q675B9.1/13-309      -           1.7e-108  350.3  48.7  1.9e-108  350.2  48.7   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59542.1/1-297       -           2.3e-126  409.4  52.9  2.5e-126  409.3  52.9   1.0   1   0   0   1   1   1   1 -
msafile_full_length_sequences -          P59529.1/1-295       -            8.5e-83  265.4  58.8     1e-82  265.1  58.8   1.0   1   0   0   1   1   1   1 -
