#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
msafile_BitterDB     -          L9KRJ3_TUPCH/2-134   L9KRJ3.1     7.5e-33   99.9  12.3   8.3e-33   99.7  12.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6P6IEJ9_PUMCO/1-303 A0A6P6IEJ9.1  5.6e-124  399.2  27.9  6.2e-124  399.0  27.9   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6J0ULK7_9SAUR/1-292 A0A6J0ULK7.1   3.4e-47  147.0  27.7   3.8e-47  146.8  27.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          T2R50_PANPA/1-298    Q646E4.1    1.5e-115  371.5  42.4  1.6e-115  371.4  42.4   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6J3ACJ0_VICPA/1-303 A0A6J3ACJ0.1  9.3e-115  368.9  26.0    1e-114  368.8  26.0   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A1U7TG92_CARSF/1-294 A0A1U7TG92.2   4.4e-82  261.6  42.1     5e-82  261.4  42.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6I9M7B4_PERMB/12-311 A0A6I9M7B4.1   1.1e-87  280.0  35.0   1.3e-87  279.7  35.0   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q2ABC4_BOVIN/1-303   Q2ABC4.1    6.3e-108  346.5  28.1  6.9e-108  346.3  28.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6P3V9B0_OCTDE/1-281 A0A6P3V9B0.1   2.8e-90  288.5  49.3   1.6e-87  279.4  49.3   2.0   1   1   0   1   1   1   1 -
msafile_BitterDB     -          Q2ABC8_CANLF/1-298   Q2ABC8.1    3.8e-118  380.0  40.3  4.2e-118  379.9  40.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          M3Z892_MUSPF/1-298   M3Z892.1    5.5e-115  369.6  29.2  6.2e-115  369.5  29.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          TR102_RAT/1-297      Q675C0.1    4.2e-100  320.8  31.6  4.7e-100  320.6  31.6   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2U3ZVE9_ODORO/1-293 A0A2U3ZVE9.1   1.3e-77  246.9  28.7   1.5e-77  246.7  28.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          T2R30_HUMAN/1-298    P59541.3      2e-121  390.8  37.5  2.2e-121  390.7  37.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          L5KPT0_PTEAL/1-290   L5KPT0.1     5.5e-82  261.2  27.9   6.2e-82  261.1  27.9   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          S9XCQ6_CAMFR/74-353  S9XCQ6.1     1.2e-69  220.8  26.7   1.3e-69  220.6  26.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6P8QY58_GEOSA/1-303 A0A6P8QY58.1   1.5e-70  223.7  30.9   1.7e-70  223.5  30.9   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          S7NEB0_MYOBR/1-299   S7NEB0.1     1.5e-78  250.0  39.4   1.7e-78  249.8  39.4   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          TR135_MOUSE/13-311   Q7TQA9.2       9e-85  270.4  35.1   9.9e-85  270.3  35.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2K6ELM5_PROCO/27-311 A0A2K6ELM5.1   2.2e-77  246.1  27.8   3.5e-77  245.5  27.8   1.3   1   1   0   1   1   1   1 -
msafile_BitterDB     -          TR129_RAT/1-302      Q67ES6.1     3.8e-98  314.4  45.5   4.2e-98  314.2  45.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          T2R39_GORGO/29-330   Q645Y7.1     2.8e-97  311.5  36.2   3.1e-97  311.3  36.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6J3ENU9_AYTFU/1-303 A0A6J3ENU9.1   6.8e-99  316.8  35.2   7.6e-99  316.6  35.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2Y9NA79_DELLE/12-309 A0A2Y9NA79.1   8.6e-77  244.2  17.7   9.5e-77  244.1  17.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6J0SI67_9SAUR/1-302 A0A6J0SI67.1   3.2e-79  252.2  22.7   3.6e-79  252.0  22.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6I9LB35_PERMB/1-294 A0A6I9LB35.1   2.4e-84  269.0  32.5   2.6e-84  268.9  32.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A672RD89_SINGR/13-284 A0A672RD89.1   1.7e-12   33.0  21.2   2.4e-12   32.5  21.2   1.2   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6I9ZFS4_ACIJB/1-297 A0A6I9ZFS4.1  3.2e-120  386.9  34.9  3.5e-120  386.7  34.9   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A1L8ERD6_XENLA/1-128 A0A1L8ERD6.1   6.1e-22   64.0   8.7   7.1e-22   63.8   8.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          M3Z4U7_MUSPF/11-315  M3Z4U7.1     5.3e-98  313.9  30.5   5.9e-98  313.7  30.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          F7I770_CALJA/1-303   F7I770.1     2.1e-91  292.2  42.3   2.3e-91  292.0  42.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          TA2R7_MACMU/1-304    Q645T7.1    1.9e-128  413.9  31.6  2.1e-128  413.7  31.6   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          T2R31_GORGO/1-298    Q645Z6.1      1e-120  388.5  32.3  1.1e-120  388.3  32.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6I9ZDJ6_GEOFO/1-184 A0A6I9ZDJ6.1   2.4e-48  150.7  14.7   2.8e-48  150.6  14.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          G1PXU3_MYOLU/1-291   G1PXU3.1     9.4e-87  276.9  26.1     1e-86  276.8  26.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q2ABD3_CANLF/1-300   Q2ABD3.1     9.5e-99  316.3  41.6   1.1e-98  316.2  41.6   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6J0A7X2_ACIJB/13-310 A0A6J0A7X2.1   4.6e-93  297.6  26.4   5.1e-93  297.5  26.4   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2U3ZVN1_ODORO/1-306 A0A2U3ZVN1.1  2.7e-106  341.1  24.2    3e-106  341.0  24.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2K5H7C7_COLAP/1-298 A0A2K5H7C7.1  1.1e-118  381.8  40.0  1.2e-118  381.7  40.0   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2Y9NM37_DELLE/5-293 A0A2Y9NM37.2   1.3e-84  269.9  28.5   1.6e-84  269.6  28.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          L8HUK2_9CETA/1-300   L8HUK2.1     1.4e-91  292.8  29.1   1.5e-91  292.7  29.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2K5XX55_MANLE/1-298 A0A2K5XX55.1  3.2e-116  373.7  39.4  3.5e-116  373.6  39.4   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A4W2CZY2_BOBOX/1-303 A0A4W2CZY2.1  6.3e-108  346.5  28.1  6.9e-108  346.3  28.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A7F8PZH6_LEPWE/1-294 A0A7F8PZH6.1   3.9e-78  248.6  32.5   4.4e-78  248.4  32.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          W5QGH5_SHEEP/1-304   W5QGH5.1      2e-123  397.3  22.5  2.3e-123  397.2  22.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          G1QBD9_MYOLU/1-300   G1QBD9.1     8.1e-79  250.9  33.5   8.9e-79  250.7  33.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6P5BBR1_BOSIN/1-298 A0A6P5BBR1.1  8.5e-110  352.6  35.9  9.5e-110  352.5  35.9   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A2U3ZW73_ODORO/12-294 A0A2U3ZW73.1   2.1e-79  252.7  27.4   2.9e-79  252.3  27.4   1.1   1   0   0   1   1   1   1 -
msafile_BitterDB     -          TR107_RAT/1-297      Q9JKT9.1    6.5e-104  333.3  36.7  7.2e-104  333.1  36.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6P5BLI9_BOSIN/1-290 A0A6P5BLI9.1   1.6e-72  230.2  26.5   1.8e-72  230.0  26.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A6P6PXB7_CARAU/1-305 A0A6P6PXB7.1   1.1e-25   76.4  37.2   1.3e-25   76.1  37.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          H3A618_LATCH/2-302   H3A618.1       1e-35  109.3  35.7   1.2e-35  109.0  35.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A1S3FXB0_DIPOR/1-284 A0A1S3FXB0.1     3e-85  272.0  23.0   3.4e-85  271.8  23.0   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q2AB97_MONDO/1-302   Q2AB97.1     1.4e-99  319.0  31.1   1.6e-99  318.9  31.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          A0A673STU4_SURSU/4-293 A0A673STU4.1   8.8e-84  267.1  33.8   9.9e-84  267.0  33.8   1.0   1   0   0   1   1   1   1 -
