#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
msafile_BitterDB     -          Q9NYW3.1/1-303       -           3.2e-127  409.9  28.3  3.5e-127  409.7  28.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9NYW1.1/1-301       -           6.9e-116  372.6  32.4  7.6e-116  372.5  32.4   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9NYW6.3/1-301       -           1.4e-112  361.8  26.5  1.5e-112  361.6  26.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9NYW0.3/1-296       -           4.1e-113  363.5  36.4  4.6e-113  363.3  36.4   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9JKT5.1/1-297       -           1.3e-107  345.4  34.8  1.5e-107  345.3  34.8   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9JKE9.2/1-303       -           7.8e-123  395.4  29.3  8.7e-123  395.3  29.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9NYW2.1/1-304       -             1e-112  362.2  37.2  1.2e-112  362.0  37.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          P59530.1/1-303       -           9.3e-121  388.6  27.0    1e-120  388.5  27.0   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9NYV9.1/1-298       -           9.3e-113  362.3  42.8    1e-112  362.2  42.8   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9JKT7.1/1-299       -           8.2e-104  333.0  42.2    9e-104  332.8  42.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9JKT4.1/1-297       -           2.5e-107  344.5  35.3  2.8e-107  344.3  35.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          G3V6Q1.1/1-296       -           9.5e-104  332.7  36.2  1.1e-103  332.6  36.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9JKT9.1/1-296       -           9.6e-104  332.7  36.6  1.1e-103  332.6  36.6   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9JKT8.1/1-297       -           1.9e-102  328.4  45.2  2.2e-102  328.3  45.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q7M720.1/1-299       -           2.4e-108  347.9  41.9  2.6e-108  347.7  41.9   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q7M725.1/1-297       -           7.4e-106  339.7  37.3  8.2e-106  339.5  37.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9NYV8.1/1-298       -           1.3e-111  358.6  41.0  1.4e-111  358.4  41.0   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          G3V6Q7.1/1-297       -           7.7e-101  323.2  34.2  8.5e-101  323.0  34.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q7M722.1/1-297       -           5.6e-103  330.2  45.2  6.2e-103  330.1  45.2   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9JKE7.1/1-301       -           6.2e-101  323.5  33.5  6.9e-101  323.4  33.5   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q7M723.1/1-297       -           2.5e-104  334.6  44.7  2.8e-104  334.5  44.7   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q675C0.1/1-296       -            1.3e-99  319.2  32.1   1.4e-99  319.0  32.1   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q67ES9.1/1-297       -           7.5e-104  333.1  45.8  8.3e-104  332.9  45.8   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q7M717.1/3-298       -           2.8e-103  331.2  41.8  3.1e-103  331.0  41.8   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q67ET7.1/1-300       -           6.2e-108  346.5  33.3  6.8e-108  346.3  33.3   1.0   1   0   0   1   1   1   1 -
msafile_BitterDB     -          Q9NYW5.1/1-299       -            9.3e-88  280.2  37.2     1e-87  280.1  37.2   1.0   1   0   0   1   1   1   1 -
